Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Count GPU to CPU,Execute kncomputeNeighbours,Neighbour resize,Copy neighbour & offset to CPU,s,Compute neighbours,Copy sorting indexes to CPU,s,neighborhood search, constraint projection,XSPH viscosity computation,s,SimStep
0.7955,1.625,12.6949,0.0523,0.0024,0.7767,0.0001,0.3032,2.731,0.0002,7.3016,,11.1826,0.587,,26.897,715.788,95.7044,,851.396
0.7764,1.0273,13.2587,0.063,0.0036,0.7671,0.0001,0.3136,2.7127,0.0001,7.3882,,11.2574,0.6072,,26.9404,714.904,96.1326,,848.681
0.7888,1.5838,12.5063,0.0582,0.0025,0.7738,0.0001,0.3011,2.7402,0.0002,7.2986,,11.1884,0.597,,26.6811,708.943,95.8962,,844.372
0.7888,1.5785,12.7578,0.0657,0.0024,0.7718,0.0002,0.3107,2.7269,0.0002,7.2902,,11.1791,0.5863,,26.9038,708.417,95.8117,,844.107
0.7861,1.7244,13.7402,0.0578,0.0022,0.8022,0.0002,0.3062,2.7404,0.0002,7.3497,,11.2757,0.6004,,28.1433,706.875,95.9053,,843.945
0.7887,1.5673,12.7226,0.0614,0.0022,0.9816,0.0001,0.305,2.7479,0.0002,7.2971,,11.4072,0.5888,,27.089,715.402,95.3237,,850.798
0.7854,1.7213,13.9058,0.0558,0.0023,0.7719,0.0001,0.319,2.7391,0.0001,7.3203,,11.2237,0.5924,,28.2419,710.324,95.8851,,847.377
0.7989,1.5919,12.9894,0.0601,0.0022,1.0492,0.0001,0.3028,2.7324,0.0002,7.3054,,11.4641,0.5905,,27.4516,710.361,96.0279,,846.843
0.7854,1.544,12.6893,0.0922,0.004,0.7831,0.0001,0.3054,2.7046,0.0003,7.3236,,11.233,0.5966,,26.8696,711.867,96.34,,847.966
0.9203,1.0313,13.3757,0.0559,0.0034,0.7279,0.0001,0.3306,2.721,0.0001,7.3135,,11.1889,0.5919,,27.1192,705.889,95.7959,,839.281
0.7877,1.5864,13.6003,0.0679,0.0039,0.9976,0.0001,0.3078,2.7459,0.0002,7.3108,,11.4556,0.6478,,28.0989,706.264,95.6949,,842.909
0.7853,1.7248,13.9485,0.0572,0.0035,0.843,0.0001,0.3379,2.7272,0.0003,7.294,,11.2842,0.5949,,28.3553,714.2,95.9992,,851.472
0.7948,1.5731,12.8141,0.0707,0.0041,0.8745,0.0001,0.3116,2.7337,0.0003,7.3152,,11.3313,0.6051,,27.1405,712.658,95.9743,,848.747
0.794,1.5155,12.832,0.0596,0.0028,0.9703,0,0.3081,2.7469,0.0002,7.319,,11.4266,0.5944,,27.1814,713.227,96.2683,,849.556
0.7899,1.7011,13.459,0.0634,0.0022,0.8421,0.0002,0.3041,2.7484,0.0002,7.3082,,11.2817,0.5922,,27.8407,711.597,96.719,,849.197
0.7886,1.5366,12.7027,0.0506,0.0022,0.786,0.0003,0.2983,2.7396,0.0001,7.3077,,11.1967,0.5915,,26.8317,715.534,96.4277,,851.805
0.7945,1.6386,12.5851,0.0577,0.0037,0.7873,0.0002,0.3085,2.73,0.0003,7.3158,,11.2262,0.5902,,26.8523,712.034,95.7572,,847.663
0.7835,1.0313,13.406,0.073,0.0032,0.7821,0,0.3057,2.739,0.0001,7.3351,,11.2507,0.6145,,27.0974,711.341,96.3368,,845.285
0.7814,1.6552,13.3645,0.0553,0.0035,0.8839,0.0003,0.3106,2.7412,0.0002,7.3053,,11.3157,0.5841,,27.7174,706.938,98.4679,,846.082
0.7912,1.7703,13.1635,0.0647,0.0028,0.8595,0.0001,0.3155,2.7299,0.0002,7.291,,11.2765,0.5873,,27.6054,706.627,95.9683,,843.105
0.786,1.5178,12.6396,0.0595,0.0045,0.8969,0.0002,0.3096,2.7423,0.0002,7.3211,,11.3654,0.5984,,26.9305,711.03,95.9001,,846.868
0.7776,1.5908,12.6991,0.0581,0.0027,0.7808,0.0001,0.3028,2.7267,0.0002,7.3135,,11.1991,0.6156,,26.901,713.991,95.9493,,849.823
0.7945,1.6835,13.5939,0.0501,0.0024,0.7765,0.0001,0.3025,2.7065,0.0001,7.3038,,11.1569,0.5957,,27.8412,708.427,96.4119,,845.66
0.793,1.5763,12.9974,0.0682,0.0045,1.0852,0.0001,0.315,2.7455,0.0003,7.3203,,11.5625,0.5981,,27.544,713.45,96.4946,,850.51
0.7889,1.7313,13.6504,0.0587,0.0031,0.8248,0.0001,0.309,2.7423,0.0002,7.3385,,11.2972,0.595,,28.0798,708.092,95.9639,,845.057
0.7795,1.0245,13.4757,0.0716,0.0032,0.7721,0.0001,0.3189,2.7328,0.0001,7.3019,,11.2162,0.6089,,27.1193,712.745,96.2006,,846.538
0.7908,1.5877,13.1261,0.0647,0.0036,1.0695,0.0002,0.3131,2.7271,0.0002,7.304,,11.5026,0.5944,,27.6212,709.159,96.1073,,846.005
0.8107,1.7265,14.0042,0.0538,0.0035,0.8155,0.0001,0.3111,2.7341,0.0002,7.2951,,11.2291,0.5997,,28.394,714.521,97.0579,,853.179
0.7894,1.5355,13.5389,0.0653,0.0043,0.8389,0.0001,0.319,2.7379,0.0003,7.3476,,11.3357,0.5881,,27.8085,717.629,96.1647,,854.611
0.7969,1.5782,12.5264,0.0576,0.0027,0.7898,0.0002,0.3102,2.7439,0.0002,7.3053,,11.2377,0.5961,,26.7532,709.668,100.984,,850.387
0.7951,1.5553,12.9191,0.0678,0.0041,0.8343,0.0001,0.3084,2.749,0.0001,7.3077,,11.2928,0.5919,,27.1742,713.023,96.8732,,850.088
0.7873,1.6674,14.2796,0.0611,0.0026,0.7765,0.0001,0.3122,2.7354,0.0002,7.2918,,11.1911,0.594,,28.535,711.691,96.0676,,849.252
0.7946,1.5555,12.9041,0.0581,0.0025,1.051,0.0001,0.3128,2.7413,0.0001,7.2927,,11.47,0.5905,,27.3289,716.739,96.0548,,853.088
0.797,1.0386,13.1763,0.1121,0.0034,0.7535,0.0001,0.304,2.747,0.0002,7.3804,,11.314,0.604,,26.9403,714.908,96.643,,848.986
0.7913,1.6878,14.3509,0.0612,0.0039,0.7871,0.0001,0.3065,2.7226,0.0002,7.3129,,11.2165,0.5935,,28.6617,706.725,102.2,,850.615
0.796,1.5665,13.0827,0.0598,0.0044,1.0555,0.0002,0.3159,2.7584,0.0002,7.3166,,11.5313,0.5948,,27.5879,706.75,96.6653,,844
0.7944,1.7291,14.3261,0.0607,0.0023,0.7758,0.0001,0.3001,2.7422,0.0002,7.3046,,11.1981,0.5906,,28.6561,712.124,97.0826,,850.843
0.7903,1.5337,12.87,0.0619,0.0021,1.0114,0.0001,0.3169,2.7399,0.0002,7.3041,,11.4486,0.5905,,27.2489,715.587,96.9547,,852.834
0.7884,1.5887,13.1975,0.0633,0.0028,0.9336,0.0001,0.3055,2.7154,0.0002,7.3105,,11.3452,0.5973,,27.533,715.035,95.9341,,851.443
0.7897,1.5744,12.5305,0.0492,0.0034,0.7758,0.0001,0.3015,2.7051,0.0001,7.2968,,11.1424,0.5871,,26.6373,713.826,95.7693,,849.09
0.7944,1.5471,13.5814,0.0576,0.0025,0.7781,0.0001,0.3131,2.7287,0.0002,7.2911,,11.1831,0.5865,,27.7079,707.758,100.907,,849.284
0.9221,1.0302,13.4211,0.1345,0.0033,0.7235,0,0.3324,2.7337,0.0001,7.3096,,11.311,0.6059,,27.3012,709.124,95.5386,,842.433
0.7925,1.5956,12.7364,0.0681,0.0026,0.7758,0.0001,0.3134,2.7366,0.0002,7.31,,11.2272,0.5906,,26.9592,718.14,96.6896,,854.831
0.8003,1.7377,13.925,0.0621,0.0038,0.8339,0.0002,0.321,2.7265,0.0002,7.2994,,11.2671,0.5925,,28.3432,714.461,96.586,,852.308
0.7897,1.528,12.91,0.0625,0.0039,0.9997,0.0002,0.3202,2.7632,0.0002,7.3099,,11.4803,0.5931,,27.3193,717.507,96.6211,,854.424
0.7905,1.6783,13.9524,0.0738,0.0044,0.7927,0.0001,0.3184,2.7214,0.0002,7.302,,11.2338,0.5894,,28.2657,705.366,100.969,,847.677
0.7885,1.5829,12.7207,0.0622,0.0068,0.7914,0.0001,0.377,2.7286,0.0003,7.2915,,11.2789,0.593,,26.9828,704.991,96.1151,,841.106
0.7897,1.5856,12.719,0.0603,0.0047,0.7859,0.0001,0.3191,2.7165,0.0002,7.2969,,11.2036,0.5923,,26.9056,716.934,96.3449,,853.132
0.7896,1.5749,12.8468,0.0631,0.0035,0.7936,0.0001,0.3089,2.7217,0.0002,7.3078,,11.2205,0.5961,,27.0497,714.195,97.0352,,851.214
