,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Overhead,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Overhead,Run hipNSearch,Overhead,neighborhood search,constraint projection,XSPH viscosity computation,Overhead,SimStep
461,1.4464,2.2673,7.8875,0.6426,7.7582,0.1662,6.9846,,14.9179,0.0003,0.0004,0.3274,7.2918,,33.3596,,34.8165,615.778,86.0417,,749.464
462,1.4324,2.1168,8.0178,0.6423,7.9194,0.2005,6.9971,,15.1262,0.0002,0.0002,0.3113,7.2879,,33.5287,,34.9708,617.986,86.2526,,751.803
463,1.4352,2.2467,7.9057,0.9212,5.5398,0.1875,6.9563,,12.688,0.0002,0.0003,0.3108,7.2868,,31.375,,32.8204,617.305,86.2201,,749.194
464,1.2858,1.6352,7.8821,0.7602,5.4009,0.1896,7.2988,,12.8978,0.0002,0.0003,0.3704,7.3017,,30.8574,,32.153,613.587,85.9741,,742.172
465,1.4299,2.2905,7.9471,0.6223,7.9531,0.1612,7.033,,15.1569,0.0002,0.0003,0.3084,7.2826,,33.6223,,35.0614,615.528,85.9723,,749.414
466,1.4327,2.369,7.9814,0.6855,5.5861,0.1511,7.0527,,12.7987,0.0003,0.0003,0.3257,7.288,,31.4679,,32.91,617.619,86.4857,,749.716
467,1.425,2.1257,7.7809,0.6088,7.7042,0.1609,6.9171,,14.7913,0.0002,0.0002,0.315,7.2897,,32.9385,,34.3735,611.662,86.4574,,745.226
468,1.4401,2.2396,8.1789,0.9191,5.5427,0.1694,6.6638,,12.3868,0.0003,0.0003,0.3258,7.2876,,31.3614,,32.8113,617.296,86.1729,,749.118
469,1.4181,2.2025,7.845,0.6275,7.7863,0.159,6.9762,,14.9312,0.0002,0.0002,0.3176,7.2846,,33.2318,,34.6592,612.12,86.2142,,745.695
470,1.4386,2.3143,7.9754,0.6541,8.0115,0.2048,7.1066,,15.3325,0.0003,0.0003,0.3245,7.2911,,33.9162,,35.3647,610.232,89.8493,,748.206
471,1.4304,2.3056,8.0247,0.6991,5.5014,0.1698,6.984,,12.6644,0.0002,0.0004,0.316,7.2887,,31.3233,,32.7625,608.509,87.7909,,741.821
472,1.3049,1.7252,7.812,1.0063,5.5699,0.2073,7.1017,,12.8866,0.0004,0.0002,0.3703,7.3025,,31.1142,,32.4291,611.803,85.9364,,740.647
473,1.419,2.0855,7.8235,0.6113,7.8347,0.1507,7.0124,,15.0066,0.0003,0.0002,0.324,7.2894,,33.1588,,34.5857,609.267,87.8321,,744.477
474,1.4276,2.5174,8.0274,0.6831,5.6062,0.17,7.034,,12.8193,0.0002,0.0003,0.3276,7.2813,,31.6871,,33.1255,609.849,86.2018,,741.988
475,1.4484,2.3076,8.0201,0.6495,8.0711,0.2022,7.1294,,15.4118,0.0002,0.0003,0.3149,7.2894,,34.0158,,35.4737,616.059,86.0853,,750.499
476,1.4395,2.1981,7.8657,0.643,7.8728,0.1687,7.0426,,15.0937,0.0002,0.0003,0.3249,7.2892,,33.4419,,34.8915,610.01,86.307,,744.062
477,1.4323,2.5561,8.0979,0.994,5.7414,0.1499,6.7445,,12.64,0.0002,0.0003,0.3151,7.2775,,31.9005,,33.3423,609.815,86.2706,,742.185
478,1.4163,2.3192,7.993,0.6546,8.0941,0.1606,7.1456,,15.4102,0.0003,0.0003,0.3253,7.3267,,34.0554,,35.4813,609.741,86.43,,744.421
479,1.4288,2.1958,7.775,0.6085,7.8179,0.1546,7.0479,,15.0286,0.0002,0.0002,0.326,7.2853,,33.2437,,34.682,616.544,86.4528,,750.494
480,1.2891,1.7133,7.8966,0.7142,5.675,0.2365,7.0738,,12.9885,0.0002,0.0002,0.3772,7.2997,,31.0285,,32.3268,607.828,85.872,,736.556
481,1.4158,2.37,7.9584,0.6226,8.0112,0.1515,7.1246,,15.2953,0.0003,0.0003,0.3275,7.2939,,33.8917,,35.3174,630.072,86.2674,,764.401
482,1.4289,2.3546,7.9974,1.0711,5.8737,0.1755,6.5399,,12.601,0.0003,0.0004,0.3292,7.2917,,31.6704,,33.1098,612.216,86.2305,,744.387
483,1.4354,2.2079,7.8347,0.638,7.8142,0.1572,7.0219,,14.9989,0.0002,0.0002,0.3139,7.2917,,33.3146,,34.7591,613.28,86.2254,,746.938
484,1.4459,2.2727,7.9454,0.921,5.5816,0.1562,6.9494,,12.6916,0.0002,0.0003,0.3168,7.2877,,31.4572,,32.9119,607.927,86.4309,,740.227
485,1.4155,2.1506,7.8527,0.6778,7.7411,0.1425,6.9414,,14.8295,0.0007,0.0002,0.315,7.2919,,33.1412,,34.5665,617.335,86.2357,,750.796
486,1.4363,2.2077,7.834,0.6377,7.7554,0.203,6.985,,14.9533,0.0003,0.0003,0.3254,7.282,,33.2656,,34.7118,616.753,86.2728,,750.593
487,1.4325,2.2591,8.1927,0.9479,5.5036,0.2113,6.4511,,12.1764,0.0003,0.0002,0.3164,7.286,,31.2019,,32.6443,612.353,86.1792,,744.021
488,1.2935,1.6984,7.775,1.1206,5.6145,0.2108,6.7909,,12.619,0.0002,0.0002,0.3561,7.3043,,30.8828,,32.1866,612.43,86.5267,,741.597
489,1.4412,2.3089,7.9422,0.6853,7.9144,0.1459,7.0542,,15.1185,0.0002,0.0003,0.3111,7.2823,,33.6618,,35.1114,609.494,86.4527,,743.784
490,1.4271,2.4284,8.0583,0.7076,5.6492,0.2125,7.0366,,12.9067,0.0003,0.0002,0.3249,7.2872,,31.7403,,33.1778,615.444,86.512,,747.95
491,1.4426,2.2076,7.8262,0.6249,7.7773,0.1688,7.0141,,14.9697,0.0003,0.0002,0.3228,7.2854,,33.2619,,34.7125,611.464,86.2434,,745.22
492,1.4417,2.2813,7.9151,0.9792,5.6456,0.1637,6.977,,12.7953,0.0003,0.0002,0.3192,7.3014,,31.6164,,33.0658,617.577,86.4671,,749.881
493,1.4372,2.1923,7.797,0.6394,7.768,0.1595,6.9698,,14.9068,0.0002,0.0003,0.3219,7.2895,,33.178,,34.6252,613.939,86.4789,,747.864
494,1.4373,2.2434,7.9603,0.9495,5.6164,0.146,7.0423,,12.8086,0.0002,0.0003,0.3147,7.2856,,31.5835,,33.0305,610.175,89.9835,,746
495,1.4208,2.3466,8.0282,0.6823,8.0751,0.159,7.0916,,15.3352,0.0003,0.0003,0.3248,7.2845,,34.029,,35.4599,608.949,86.3064,,743.427
496,1.2935,1.7084,7.7799,1.054,5.5795,0.1705,7.3038,,13.0611,0.0004,0.0003,0.3743,7.2987,,31.2867,,32.5906,613.209,86.0471,,742.235
497,1.4318,2.1846,7.8014,0.614,7.7843,0.1525,6.9995,,14.94,0.0002,0.0002,0.3121,7.2891,,33.1606,,34.6027,608.86,93.2915,,749.526
498,1.4185,2.4697,8.0621,1.0641,5.5502,0.1697,7.0188,,12.7487,0.0002,0.0002,0.3183,7.2848,,31.9738,,33.4015,608.687,86.057,,740.906
499,1.4269,2.1561,7.9165,0.6217,7.8133,0.1612,7.0822,,15.0685,0.0003,0.0002,0.325,7.2824,,33.3903,,34.8263,616.532,86.1756,,750.26
500,1.4504,2.2671,7.9026,0.6881,7.9208,0.1567,7.0518,,15.1387,0.0002,0.0003,0.3257,7.2863,,33.63,,35.0919,609.35,87.0378,,744.374
501,1.4587,2.3865,8.0317,0.7045,5.6168,0.2041,6.9659,,12.7958,0.0002,0.0002,0.3247,7.285,,31.5515,,33.0203,608.346,86.4215,,740.792
502,1.4492,2.2761,7.9273,0.7581,7.9955,0.167,7.085,,15.2556,0.0002,0.0003,0.3269,7.2821,,33.8495,,35.3093,609.688,86.4065,,744.258
503,1.4387,2.1561,7.8564,0.7172,7.821,0.202,7.0399,,15.072,0.0002,0.0003,0.3139,7.2848,,33.4253,,34.8745,613.591,86.4499,,747.72
504,1.2779,1.7177,8.0128,0.7097,5.5307,0.1707,7.2269,,12.9316,0.0001,0.0003,0.3598,7.294,,31.0349,,32.3235,609.675,85.9234,,738.295
505,1.4224,2.2099,7.8384,0.6413,7.9117,0.1621,7.0794,,15.1628,0.0004,0.0003,0.3215,7.2899,,33.4908,,34.9225,617.028,86.1651,,750.923
506,1.44,2.3016,8.1829,0.9282,5.6232,0.1688,6.6689,,12.4717,0.0002,0.0003,0.3185,7.284,,31.5062,,32.9547,613.251,86.1147,,745.221
507,1.4556,2.2778,7.9501,0.6575,7.9724,0.1686,7.1149,,15.2642,0.0002,0.0003,0.3279,7.2855,,33.7867,,35.2534,617.907,86.0746,,752.141
508,1.4373,2.3491,7.9657,0.6651,5.4346,0.1706,6.8221,,12.4396,0.0003,0.0003,0.3237,7.2836,,31.0483,,32.4951,609.339,86.4999,,741.181
509,1.445,2.1848,7.8781,0.6248,7.6503,0.1972,6.9223,,14.7787,0.0002,0.0004,0.326,7.2874,,33.1049,,34.5596,613.035,86.4084,,746.837
510,1.4417,2.1554,7.7766,0.6231,7.6418,0.1631,6.9071,,14.7192,0.0002,0.0004,0.3153,7.2904,,32.905,,34.3577,613.902,86.1351,,747.265
511,1.4593,2.4158,8.0396,0.6956,5.6195,0.1626,6.9003,,12.6922,0.0003,0.0002,0.3268,7.2865,,31.4813,,32.9489,615.501,86.2115,,747.584
512,1.2782,1.64,7.8747,0.9741,5.4535,0.1702,6.6858,,12.3829,0.0002,0.0001,0.3633,7.31,,30.5551,,31.8429,611.546,88.6318,,742.403
513,1.4237,2.2366,7.8756,0.5995,7.7658,0.1495,7.0029,,14.9227,0.0003,0.0003,0.3129,7.2859,,33.2522,,34.6845,616.779,86.2928,,750.572
514,1.4274,2.3298,7.9812,0.6942,8.0085,0.1546,7.1209,,15.2957,0.0002,0.0003,0.3858,7.2799,,33.9897,,35.4275,611.57,86.6329,,746.415
515,1.4463,2.5477,8.0831,0.709,5.7762,0.1573,7.0324,,12.9723,0.0003,0.0002,0.3167,7.279,,31.9301,,33.3858,610.429,86.3812,,743.006
516,1.4314,2.3628,7.9752,0.6557,8.0701,0.1828,7.1225,,15.3805,0.0002,0.0003,0.3136,7.2826,,33.9883,,35.4304,615.134,86.3673,,749.641
517,1.4328,2.368,7.9967,0.6563,5.5714,0.1739,6.9714,,12.727,0.0003,0.0002,0.3254,7.2854,,31.3811,,32.824,614.971,86.3036,,746.833
518,1.4622,2.2604,7.9064,0.6593,7.9773,0.1559,7.0449,,15.1878,0.0003,0.0002,0.3241,7.2841,,33.6469,,35.1192,615.384,92.7251,,756.244
519,1.4306,2.1476,7.7825,0.626,7.8696,0.1801,7.0747,,15.1335,0.0002,0.0003,0.3247,7.2775,,33.3123,,34.7511,609.265,86.4025,,743.087
